"activity" "subject_id" "variable" "value"
"STANDING" 26 "tGravityAcc.std...X" -0.927962678108108
"STANDING" 27 "tGravityAcc.std...X" -0.965316399875
"STANDING" 28 "tGravityAcc.std...X" -0.936896333164557
"STANDING" 29 "tGravityAcc.std...X" -0.970615852461538
"STANDING" 30 "tGravityAcc.std...X" -0.948608000169492
"WALKING" 1 "tGravityAcc.std...X" -0.967488253157895
"WALKING" 2 "tGravityAcc.std...X" -0.958263582033898
"WALKING" 3 "tGravityAcc.std...X" -0.966637357931034
"WALKING" 4 "tGravityAcc.std...X" -0.9424356545
"WALKING" 5 "tGravityAcc.std...X" -0.968300894821429
"WALKING" 6 "tGravityAcc.std...X" -0.943937153333333
"WALKING" 7 "tGravityAcc.std...X" -0.963055600701754
"WALKING" 8 "tGravityAcc.std...X" -0.976134956041667
"WALKING" 9 "tGravityAcc.std...X" -0.94344642
"WALKING" 10 "tGravityAcc.std...X" -0.971626975849057
"WALKING" 11 "tGravityAcc.std...X" -0.969147024745763
"WALKING" 12 "tGravityAcc.std...X" -0.9590520882
"WALKING" 13 "tGravityAcc.std...X" -0.971470647017544
"WALKING" 14 "tGravityAcc.std...X" -0.963594936949153
"WALKING" 15 "tGravityAcc.std...X" -0.971482995740741
"WALKING" 16 "tGravityAcc.std...X" -0.956653567843137
"WALKING" 17 "tGravityAcc.std...X" -0.972540610819672
"WALKING" 18 "tGravityAcc.std...X" -0.971884722857143
"WALKING" 19 "tGravityAcc.std...X" -0.964436603653846
"WALKING" 20 "tGravityAcc.std...X" -0.964229816078431
"WALKING" 21 "tGravityAcc.std...X" -0.970726580769231
"WALKING" 22 "tGravityAcc.std...X" -0.965962601956522
"WALKING" 23 "tGravityAcc.std...X" -0.951106775932203
"WALKING" 24 "tGravityAcc.std...X" -0.952597407586207
"WALKING" 25 "tGravityAcc.std...X" -0.951596486351351
"WALKING" 26 "tGravityAcc.std...X" -0.967962357457627
"WALKING" 27 "tGravityAcc.std...X" -0.972931127719298
"WALKING" 28 "tGravityAcc.std...X" -0.974084748333333
"WALKING" 29 "tGravityAcc.std...X" -0.968006580754717
"WALKING" 30 "tGravityAcc.std...X" -0.979500504615385
"WALKING_DOWNSTAIRS" 1 "tGravityAcc.std...X" -0.97786971244898
"WALKING_DOWNSTAIRS" 2 "tGravityAcc.std...X" -0.973836682340426
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...X" -0.961267732040816
"WALKING_DOWNSTAIRS" 4 "tGravityAcc.std...X" -0.967902588
"WALKING_DOWNSTAIRS" 5 "tGravityAcc.std...X" -0.971672909148936
"WALKING_DOWNSTAIRS" 6 "tGravityAcc.std...X" -0.968864610208333
"WALKING_DOWNSTAIRS" 7 "tGravityAcc.std...X" -0.96969175893617
"WALKING_DOWNSTAIRS" 8 "tGravityAcc.std...X" -0.958665207894737
"WALKING_DOWNSTAIRS" 9 "tGravityAcc.std...X" -0.967721497142857
"WALKING_DOWNSTAIRS" 10 "tGravityAcc.std...X" -0.886554895921053
"WALKING_DOWNSTAIRS" 11 "tGravityAcc.std...X" -0.981012841956522
"WALKING_DOWNSTAIRS" 12 "tGravityAcc.std...X" -0.954551909347826
"WALKING_DOWNSTAIRS" 13 "tGravityAcc.std...X" -0.971923556595745
"WALKING_DOWNSTAIRS" 14 "tGravityAcc.std...X" -0.959919706222222
"WALKING_DOWNSTAIRS" 15 "tGravityAcc.std...X" -0.968758408333333
"WALKING_DOWNSTAIRS" 16 "tGravityAcc.std...X" -0.961124397446809
"WALKING_DOWNSTAIRS" 17 "tGravityAcc.std...X" -0.964457473913043
"WALKING_DOWNSTAIRS" 18 "tGravityAcc.std...X" -0.967504310181818
"WALKING_DOWNSTAIRS" 19 "tGravityAcc.std...X" -0.968754497692308
"WALKING_DOWNSTAIRS" 20 "tGravityAcc.std...X" -0.970294971555556
"WALKING_DOWNSTAIRS" 21 "tGravityAcc.std...X" -0.975710687555556
"WALKING_DOWNSTAIRS" 22 "tGravityAcc.std...X" -0.969602323888889
"WALKING_DOWNSTAIRS" 23 "tGravityAcc.std...X" -0.971202477777778
"WALKING_DOWNSTAIRS" 24 "tGravityAcc.std...X" -0.934101771090909
"WALKING_DOWNSTAIRS" 25 "tGravityAcc.std...X" -0.95889310137931
"WALKING_DOWNSTAIRS" 26 "tGravityAcc.std...X" -0.9514524416
"WALKING_DOWNSTAIRS" 27 "tGravityAcc.std...X" -0.924555921590909
"WALKING_DOWNSTAIRS" 28 "tGravityAcc.std...X" -0.968912201956522
"WALKING_DOWNSTAIRS" 29 "tGravityAcc.std...X" -0.970285837083333
"WALKING_DOWNSTAIRS" 30 "tGravityAcc.std...X" -0.967528021290323
"WALKING_UPSTAIRS" 1 "tGravityAcc.std...X" -0.969841268490566
"WALKING_UPSTAIRS" 2 "tGravityAcc.std...X" -0.967597851041667
"WALKING_UPSTAIRS" 3 "tGravityAcc.std...X" -0.96062973440678
"WALKING_UPSTAIRS" 4 "tGravityAcc.std...X" -0.964378555
"WALKING_UPSTAIRS" 5 "tGravityAcc.std...X" -0.969224541276596
"WALKING_UPSTAIRS" 6 "tGravityAcc.std...X" -0.977592908431373
"WALKING_UPSTAIRS" 7 "tGravityAcc.std...X" -0.975247187843137
"WALKING_UPSTAIRS" 8 "tGravityAcc.std...X" -0.963073106341463
"WALKING_UPSTAIRS" 9 "tGravityAcc.std...X" -0.973715121020408
"WALKING_UPSTAIRS" 10 "tGravityAcc.std...X" -0.967210521276596
"WALKING_UPSTAIRS" 11 "tGravityAcc.std...X" -0.985020584814815
"WALKING_UPSTAIRS" 12 "tGravityAcc.std...X" -0.967381962307692
"WALKING_UPSTAIRS" 13 "tGravityAcc.std...X" -0.978021199636364
"WALKING_UPSTAIRS" 14 "tGravityAcc.std...X" -0.937915835740741
"WALKING_UPSTAIRS" 15 "tGravityAcc.std...X" -0.977864769166667
"WALKING_UPSTAIRS" 16 "tGravityAcc.std...X" -0.981154840588235
"WALKING_UPSTAIRS" 17 "tGravityAcc.std...X" -0.979661750625
"WALKING_UPSTAIRS" 18 "tGravityAcc.std...X" -0.98115547637931
"WALKING_UPSTAIRS" 19 "tGravityAcc.std...X" -0.98924793425
"WALKING_UPSTAIRS" 20 "tGravityAcc.std...X" -0.957159649215686
"WALKING_UPSTAIRS" 21 "tGravityAcc.std...X" -0.979468077446809
"WALKING_UPSTAIRS" 22 "tGravityAcc.std...X" -0.98545487452381
"WALKING_UPSTAIRS" 23 "tGravityAcc.std...X" -0.979800036862745
"WALKING_UPSTAIRS" 24 "tGravityAcc.std...X" -0.970862832542373
"WALKING_UPSTAIRS" 25 "tGravityAcc.std...X" -0.937732281384615
"WALKING_UPSTAIRS" 26 "tGravityAcc.std...X" -0.941993739636364
"WALKING_UPSTAIRS" 27 "tGravityAcc.std...X" -0.969549375686275
"WALKING_UPSTAIRS" 28 "tGravityAcc.std...X" -0.957173219019608
"WALKING_UPSTAIRS" 29 "tGravityAcc.std...X" -0.976588294285714
"WALKING_UPSTAIRS" 30 "tGravityAcc.std...X" -0.963130452769231
"LAYING" 1 "tGravityAcc.std...Y" -0.9639713336
"LAYING" 2 "tGravityAcc.std...Y" -0.956526399791667
"LAYING" 3 "tGravityAcc.std...Y" -0.96989909
"LAYING" 4 "tGravityAcc.std...Y" -0.963420784074074
"LAYING" 5 "tGravityAcc.std...Y" -0.965347722115385
"LAYING" 6 "tGravityAcc.std...Y" -0.963920324736842
"LAYING" 7 "tGravityAcc.std...Y" -0.958075491153846
"LAYING" 8 "tGravityAcc.std...Y" -0.951174833703704
"LAYING" 9 "tGravityAcc.std...Y" -0.9642837888
"LAYING" 10 "tGravityAcc.std...Y" -0.958916463275862
"LAYING" 11 "tGravityAcc.std...Y" -0.975412084736842
"LAYING" 12 "tGravityAcc.std...Y" -0.960821227333333
"LAYING" 13 "tGravityAcc.std...Y" -0.955373247096774
"LAYING" 14 "tGravityAcc.std...Y" -0.960245774705882
"LAYING" 15 "tGravityAcc.std...Y" -0.96235554125
"LAYING" 16 "tGravityAcc.std...Y" -0.947756053571429
"LAYING" 17 "tGravityAcc.std...Y" -0.957871776760563
"LAYING" 18 "tGravityAcc.std...Y" -0.949491132153846
"LAYING" 19 "tGravityAcc.std...Y" -0.965007820240964
"LAYING" 20 "tGravityAcc.std...Y" -0.971986456323529
"LAYING" 21 "tGravityAcc.std...Y" -0.972038198777778
"LAYING" 22 "tGravityAcc.std...Y" -0.955871716666667
"LAYING" 23 "tGravityAcc.std...Y" -0.956392496805556
"LAYING" 24 "tGravityAcc.std...Y" -0.960424089027778
"LAYING" 25 "tGravityAcc.std...Y" -0.970339083835616
"LAYING" 26 "tGravityAcc.std...Y" -0.949564024605263
"LAYING" 27 "tGravityAcc.std...Y" -0.958463029054054
"LAYING" 28 "tGravityAcc.std...Y" -0.970420559
"LAYING" 29 "tGravityAcc.std...Y" -0.944022504391304
"LAYING" 30 "tGravityAcc.std...Y" -0.973308701428571
"SITTING" 1 "tGravityAcc.std...Y" -0.967005242340426
"SITTING" 2 "tGravityAcc.std...Y" -0.954887610434783
"SITTING" 3 "tGravityAcc.std...Y" -0.951862938269231
"SITTING" 4 "tGravityAcc.std...Y" -0.9450911946
"SITTING" 5 "tGravityAcc.std...Y" -0.950466103409091
"SITTING" 6 "tGravityAcc.std...Y" -0.967119673272727
"SITTING" 7 "tGravityAcc.std...Y" -0.951806645208333
"SITTING" 8 "tGravityAcc.std...Y" -0.97847693173913
"SITTING" 9 "tGravityAcc.std...Y" -0.9606866962
"SITTING" 10 "tGravityAcc.std...Y" -0.953509496481482
"SITTING" 11 "tGravityAcc.std...Y" -0.952686169811321
"SITTING" 12 "tGravityAcc.std...Y" -0.935433494313725
"SITTING" 13 "tGravityAcc.std...Y" -0.949346306530612
"SITTING" 14 "tGravityAcc.std...Y" -0.968172508703704
"SITTING" 15 "tGravityAcc.std...Y" -0.962021362881356
"SITTING" 16 "tGravityAcc.std...Y" -0.966907269275362
"SITTING" 17 "tGravityAcc.std...Y" -0.9444316065625
"SITTING" 18 "tGravityAcc.std...Y" -0.976053217894737
"SITTING" 19 "tGravityAcc.std...Y" -0.959495420684932
"SITTING" 20 "tGravityAcc.std...Y" -0.956572077878788
"SITTING" 21 "tGravityAcc.std...Y" -0.958587184941176
"SITTING" 22 "tGravityAcc.std...Y" -0.950534082258065
"SITTING" 23 "tGravityAcc.std...Y" -0.956216901029412
"SITTING" 24 "tGravityAcc.std...Y" -0.948074903823529
"SITTING" 25 "tGravityAcc.std...Y" -0.952445343938462
"SITTING" 26 "tGravityAcc.std...Y" -0.960050156794872
"SITTING" 27 "tGravityAcc.std...Y" -0.952599561857143
"SITTING" 28 "tGravityAcc.std...Y" -0.9467824525
"SITTING" 29 "tGravityAcc.std...Y" -0.940425059166667
"SITTING" 30 "tGravityAcc.std...Y" -0.938276624193548
"STANDING" 1 "tGravityAcc.std...Y" -0.932341249056604
"STANDING" 2 "tGravityAcc.std...Y" -0.976853292592593
"STANDING" 3 "tGravityAcc.std...Y" -0.983536634754098
"STANDING" 4 "tGravityAcc.std...Y" -0.968654162321429
"STANDING" 5 "tGravityAcc.std...Y" -0.977765523392857
"STANDING" 6 "tGravityAcc.std...Y" -0.95614712877193
"STANDING" 7 "tGravityAcc.std...Y" -0.95075888490566
"STANDING" 8 "tGravityAcc.std...Y" -0.965230750925926
"STANDING" 9 "tGravityAcc.std...Y" -0.985285614
"STANDING" 10 "tGravityAcc.std...Y" -0.976022438636364
"STANDING" 11 "tGravityAcc.std...Y" -0.960750061914894
"STANDING" 12 "tGravityAcc.std...Y" -0.967797920491803
"STANDING" 13 "tGravityAcc.std...Y" -0.93559369754386
"STANDING" 14 "tGravityAcc.std...Y" -0.955563608666667
"STANDING" 15 "tGravityAcc.std...Y" -0.882308689320755
"STANDING" 16 "tGravityAcc.std...Y" -0.952863097435897
"STANDING" 17 "tGravityAcc.std...Y" -0.929670445512821
"STANDING" 18 "tGravityAcc.std...Y" -0.967454689452055
"STANDING" 19 "tGravityAcc.std...Y" -0.951557887945205
"STANDING" 20 "tGravityAcc.std...Y" -0.943761916438356
"STANDING" 21 "tGravityAcc.std...Y" -0.961833782808989
"STANDING" 22 "tGravityAcc.std...Y" -0.94312684
"STANDING" 23 "tGravityAcc.std...Y" -0.934022823766177
"STANDING" 24 "tGravityAcc.std...Y" -0.933163741014493
"STANDING" 25 "tGravityAcc.std...Y" -0.961135162837838
"STANDING" 26 "tGravityAcc.std...Y" -0.907172307432432
"STANDING" 27 "tGravityAcc.std...Y" -0.9527911007125
"STANDING" 28 "tGravityAcc.std...Y" -0.899672187341772
"STANDING" 29 "tGravityAcc.std...Y" -0.963641430461538
"STANDING" 30 "tGravityAcc.std...Y" -0.930149458474576
"WALKING" 1 "tGravityAcc.std...Y" -0.961661613789474
"WALKING" 2 "tGravityAcc.std...Y" -0.946789733559322
"WALKING" 3 "tGravityAcc.std...Y" -0.953444499310345
"WALKING" 4 "tGravityAcc.std...Y" -0.930818375
"WALKING" 5 "tGravityAcc.std...Y" -0.958898229642857
"WALKING" 6 "tGravityAcc.std...Y" -0.947797571403509
"WALKING" 7 "tGravityAcc.std...Y" -0.94047375877193
"WALKING" 8 "tGravityAcc.std...Y" -0.964429821666667
"WALKING" 9 "tGravityAcc.std...Y" -0.929470526153846
"WALKING" 10 "tGravityAcc.std...Y" -0.94622993609434
"WALKING" 11 "tGravityAcc.std...Y" -0.950718595254237
"WALKING" 12 "tGravityAcc.std...Y" -0.9423519472
"WALKING" 13 "tGravityAcc.std...Y" -0.953906472105263
"WALKING" 14 "tGravityAcc.std...Y" -0.952689741864407
"WALKING" 15 "tGravityAcc.std...Y" -0.959472002407407
"WALKING" 16 "tGravityAcc.std...Y" -0.95826440627451
"WALKING" 17 "tGravityAcc.std...Y" -0.959737851639344
"WALKING" 18 "tGravityAcc.std...Y" -0.948948940535714
"WALKING" 19 "tGravityAcc.std...Y" -0.945259566538462
"WALKING" 20 "tGravityAcc.std...Y" -0.955699272156863
"WALKING" 21 "tGravityAcc.std...Y" -0.969637895192308
"WALKING" 22 "tGravityAcc.std...Y" -0.950069023695652
"WALKING" 23 "tGravityAcc.std...Y" -0.950380613050847
"WALKING" 24 "tGravityAcc.std...Y" -0.962288935172414
"WALKING" 25 "tGravityAcc.std...Y" -0.958530223378378
"WALKING" 26 "tGravityAcc.std...Y" -0.949135077288136
"WALKING" 27 "tGravityAcc.std...Y" -0.956277974912281
"WALKING" 28 "tGravityAcc.std...Y" -0.951782433333333
"WALKING" 29 "tGravityAcc.std...Y" -0.962290673962264
"WALKING" 30 "tGravityAcc.std...Y" -0.974855423692308
"WALKING_DOWNSTAIRS" 1 "tGravityAcc.std...Y" -0.954045260204082
"WALKING_DOWNSTAIRS" 2 "tGravityAcc.std...Y" -0.968866514042553
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...Y" -0.954049710612245
"WALKING_DOWNSTAIRS" 4 "tGravityAcc.std...Y" -0.952427228444444
"WALKING_DOWNSTAIRS" 5 "tGravityAcc.std...Y" -0.957682199148936
"WALKING_DOWNSTAIRS" 6 "tGravityAcc.std...Y" -0.944093411666667
"WALKING_DOWNSTAIRS" 7 "tGravityAcc.std...Y" -0.944733654468085
"WALKING_DOWNSTAIRS" 8 "tGravityAcc.std...Y" -0.959069009210526
"WALKING_DOWNSTAIRS" 9 "tGravityAcc.std...Y" -0.942579875238095
"WALKING_DOWNSTAIRS" 10 "tGravityAcc.std...Y" -0.918806250263158
"WALKING_DOWNSTAIRS" 11 "tGravityAcc.std...Y" -0.956563815434783
"WALKING_DOWNSTAIRS" 12 "tGravityAcc.std...Y" -0.952597619347826
"WALKING_DOWNSTAIRS" 13 "tGravityAcc.std...Y" -0.939414908510638
"WALKING_DOWNSTAIRS" 14 "tGravityAcc.std...Y" -0.941074552444444
"WALKING_DOWNSTAIRS" 15 "tGravityAcc.std...Y" -0.9416934
"WALKING_DOWNSTAIRS" 16 "tGravityAcc.std...Y" -0.958680929148936
"WALKING_DOWNSTAIRS" 17 "tGravityAcc.std...Y" -0.946914670652174
"WALKING_DOWNSTAIRS" 18 "tGravityAcc.std...Y" -0.925952572381818
"WALKING_DOWNSTAIRS" 19 "tGravityAcc.std...Y" -0.945216955461538
"WALKING_DOWNSTAIRS" 20 "tGravityAcc.std...Y" -0.946668662222222
"WALKING_DOWNSTAIRS" 21 "tGravityAcc.std...Y" -0.960668258888889
"WALKING_DOWNSTAIRS" 22 "tGravityAcc.std...Y" -0.950560727777778
"WALKING_DOWNSTAIRS" 23 "tGravityAcc.std...Y" -0.953256717777778
"WALKING_DOWNSTAIRS" 24 "tGravityAcc.std...Y" -0.951608206909091
"WALKING_DOWNSTAIRS" 25 "tGravityAcc.std...Y" -0.952043318965517
"WALKING_DOWNSTAIRS" 26 "tGravityAcc.std...Y" -0.9220214428
"WALKING_DOWNSTAIRS" 27 "tGravityAcc.std...Y" -0.942653733409091
"WALKING_DOWNSTAIRS" 28 "tGravityAcc.std...Y" -0.960971980217391
"WALKING_DOWNSTAIRS" 29 "tGravityAcc.std...Y" -0.945768362708333
"WALKING_DOWNSTAIRS" 30 "tGravityAcc.std...Y" -0.953038306774194
"WALKING_UPSTAIRS" 1 "tGravityAcc.std...Y" -0.963990425283019
"WALKING_UPSTAIRS" 2 "tGravityAcc.std...Y" -0.955153065833333
"WALKING_UPSTAIRS" 3 "tGravityAcc.std...Y" -0.940595506610169
"WALKING_UPSTAIRS" 4 "tGravityAcc.std...Y" -0.950959643076923
"WALKING_UPSTAIRS" 5 "tGravityAcc.std...Y" -0.938106623404255
"WALKING_UPSTAIRS" 6 "tGravityAcc.std...Y" -0.95936869
"WALKING_UPSTAIRS" 7 "tGravityAcc.std...Y" -0.974046078039216
"WALKING_UPSTAIRS" 8 "tGravityAcc.std...Y" -0.945730464390244
"WALKING_UPSTAIRS" 9 "tGravityAcc.std...Y" -0.966120603061224
"WALKING_UPSTAIRS" 10 "tGravityAcc.std...Y" -0.942118191702128
"WALKING_UPSTAIRS" 11 "tGravityAcc.std...Y" -0.973966913518518
"WALKING_UPSTAIRS" 12 "tGravityAcc.std...Y" -0.962136887307692
"WALKING_UPSTAIRS" 13 "tGravityAcc.std...Y" -0.981990862
"WALKING_UPSTAIRS" 14 "tGravityAcc.std...Y" -0.965784257222222
"WALKING_UPSTAIRS" 15 "tGravityAcc.std...Y" -0.971903245
"WALKING_UPSTAIRS" 16 "tGravityAcc.std...Y" -0.958328442156863
"WALKING_UPSTAIRS" 17 "tGravityAcc.std...Y" -0.951794755416667
"WALKING_UPSTAIRS" 18 "tGravityAcc.std...Y" -0.961498787241379
"WALKING_UPSTAIRS" 19 "tGravityAcc.std...Y" -0.973853536
"WALKING_UPSTAIRS" 20 "tGravityAcc.std...Y" -0.972689383921569
"WALKING_UPSTAIRS" 21 "tGravityAcc.std...Y" -0.96734299893617
"WALKING_UPSTAIRS" 22 "tGravityAcc.std...Y" -0.974974655714286
"WALKING_UPSTAIRS" 23 "tGravityAcc.std...Y" -0.964473704117647
"WALKING_UPSTAIRS" 24 "tGravityAcc.std...Y" -0.954382121355932
"WALKING_UPSTAIRS" 25 "tGravityAcc.std...Y" -0.956974050923077
"WALKING_UPSTAIRS" 26 "tGravityAcc.std...Y" -0.916908841236364
"WALKING_UPSTAIRS" 27 "tGravityAcc.std...Y" -0.965755071960784
"WALKING_UPSTAIRS" 28 "tGravityAcc.std...Y" -0.931566020980392
"WALKING_UPSTAIRS" 29 "tGravityAcc.std...Y" -0.960322732857143
"WALKING_UPSTAIRS" 30 "tGravityAcc.std...Y" -0.956193786153846
"LAYING" 1 "tGravityAcc.std...Z" -0.9428016642
"LAYING" 2 "tGravityAcc.std...Z" -0.948736168125
"LAYING" 3 "tGravityAcc.std...Z" -0.949299413870968
"LAYING" 4 "tGravityAcc.std...Z" -0.938885942407407
"LAYING" 5 "tGravityAcc.std...Z" -0.941499735192308
"LAYING" 6 "tGravityAcc.std...Z" -0.952904570526316
"LAYING" 7 "tGravityAcc.std...Z" -0.960869728846154
"LAYING" 8 "tGravityAcc.std...Z" -0.927994018888889
"LAYING" 9 "tGravityAcc.std...Z" -0.953991302
"LAYING" 10 "tGravityAcc.std...Z" -0.939483183793103
"LAYING" 11 "tGravityAcc.std...Z" -0.964272651754386
"LAYING" 12 "tGravityAcc.std...Z" -0.9634880585
"LAYING" 13 "tGravityAcc.std...Z" -0.947196131774194
"LAYING" 14 "tGravityAcc.std...Z" -0.93443113627451
"LAYING" 15 "tGravityAcc.std...Z" -0.944593277361111
"LAYING" 16 "tGravityAcc.std...Z" -0.931701472142857
"LAYING" 17 "tGravityAcc.std...Z" -0.923369738028169
"LAYING" 18 "tGravityAcc.std...Z" -0.923689701692308
"LAYING" 19 "tGravityAcc.std...Z" -0.95153200373494
"LAYING" 20 "tGravityAcc.std...Z" -0.953886388676471
"LAYING" 21 "tGravityAcc.std...Z" -0.958527763777778
"LAYING" 22 "tGravityAcc.std...Z" -0.9444486275
"LAYING" 23 "tGravityAcc.std...Z" -0.924116232916667
"LAYING" 24 "tGravityAcc.std...Z" -0.946196174027778
"LAYING" 25 "tGravityAcc.std...Z" -0.948908797260274
"LAYING" 26 "tGravityAcc.std...Z" -0.930632559605263
"LAYING" 27 "tGravityAcc.std...Z" -0.952804882027027
"LAYING" 28 "tGravityAcc.std...Z" -0.96202505225
"LAYING" 29 "tGravityAcc.std...Z" -0.936513455797101
"LAYING" 30 "tGravityAcc.std...Z" -0.959222610714286
"SITTING" 1 "tGravityAcc.std...Z" -0.944305497659574
"SITTING" 2 "tGravityAcc.std...Z" -0.94382075173913
"SITTING" 3 "tGravityAcc.std...Z" -0.932949636538462
"SITTING" 4 "tGravityAcc.std...Z" -0.90098508614
"SITTING" 5 "tGravityAcc.std...Z" -0.9441863225
"SITTING" 6 "tGravityAcc.std...Z" -0.956616806727273
"SITTING" 7 "tGravityAcc.std...Z" -0.952005508333333
"SITTING" 8 "tGravityAcc.std...Z" -0.971291886956522
"SITTING" 9 "tGravityAcc.std...Z" -0.946567215
"SITTING" 10 "tGravityAcc.std...Z" -0.935910771111111
"SITTING" 11 "tGravityAcc.std...Z" -0.946921413018868
"SITTING" 12 "tGravityAcc.std...Z" -0.898901700784314
"SITTING" 13 "tGravityAcc.std...Z" -0.925713204693878
"SITTING" 14 "tGravityAcc.std...Z" -0.955643520185185
"SITTING" 15 "tGravityAcc.std...Z" -0.944986815254237
"SITTING" 16 "tGravityAcc.std...Z" -0.950891782898551
"SITTING" 17 "tGravityAcc.std...Z" -0.94013940015625
"SITTING" 18 "tGravityAcc.std...Z" -0.95841697122807
"SITTING" 19 "tGravityAcc.std...Z" -0.951304128493151
"SITTING" 20 "tGravityAcc.std...Z" -0.94194177030303
"SITTING" 21 "tGravityAcc.std...Z" -0.949226852352941
"SITTING" 22 "tGravityAcc.std...Z" -0.933061970806452
"SITTING" 23 "tGravityAcc.std...Z" -0.943374719882353
"SITTING" 24 "tGravityAcc.std...Z" -0.926838614264706
"SITTING" 25 "tGravityAcc.std...Z" -0.940043835230769
"SITTING" 26 "tGravityAcc.std...Z" -0.951893182179487
"SITTING" 27 "tGravityAcc.std...Z" -0.933815159142857
"SITTING" 28 "tGravityAcc.std...Z" -0.920104812638889
"SITTING" 29 "tGravityAcc.std...Z" -0.904579644583333
"SITTING" 30 "tGravityAcc.std...Z" -0.930750680322581
"STANDING" 1 "tGravityAcc.std...Z" -0.888165735283019
"STANDING" 2 "tGravityAcc.std...Z" -0.960031736481481
"STANDING" 3 "tGravityAcc.std...Z" -0.976413269344262
"STANDING" 4 "tGravityAcc.std...Z" -0.953088172321429
"STANDING" 5 "tGravityAcc.std...Z" -0.9680770775
"STANDING" 6 "tGravityAcc.std...Z" -0.929346770701754
"STANDING" 7 "tGravityAcc.std...Z" -0.928019109433962
"STANDING" 8 "tGravityAcc.std...Z" -0.952610987037037
"STANDING" 9 "tGravityAcc.std...Z" -0.969840394888889
"STANDING" 10 "tGravityAcc.std...Z" -0.965126845227273
"STANDING" 11 "tGravityAcc.std...Z" -0.945153901702128
"STANDING" 12 "tGravityAcc.std...Z" -0.950529193442623
"STANDING" 13 "tGravityAcc.std...Z" -0.897942845263158
"STANDING" 14 "tGravityAcc.std...Z" -0.92458684
"STANDING" 15 "tGravityAcc.std...Z" -0.864279507169811
"STANDING" 16 "tGravityAcc.std...Z" -0.930341313076923
"STANDING" 17 "tGravityAcc.std...Z" -0.934966090897436
"STANDING" 18 "tGravityAcc.std...Z" -0.958628291780822
"STANDING" 19 "tGravityAcc.std...Z" -0.937343405753425
"STANDING" 20 "tGravityAcc.std...Z" -0.943763420684931
"STANDING" 21 "tGravityAcc.std...Z" -0.94860691494382
"STANDING" 22 "tGravityAcc.std...Z" -0.880490031587302
"STANDING" 23 "tGravityAcc.std...Z" -0.917251311911765
"STANDING" 24 "tGravityAcc.std...Z" -0.910063914057971
"STANDING" 25 "tGravityAcc.std...Z" -0.947817116351351
"STANDING" 26 "tGravityAcc.std...Z" -0.87902402877027
"STANDING" 27 "tGravityAcc.std...Z" -0.9271970308875
"STANDING" 28 "tGravityAcc.std...Z" -0.87885735835443
"STANDING" 29 "tGravityAcc.std...Z" -0.947016025692308
"STANDING" 30 "tGravityAcc.std...Z" -0.918999788474576
"WALKING" 1 "tGravityAcc.std...Z" -0.956340603157895
"WALKING" 2 "tGravityAcc.std...Z" -0.92634126220339
"WALKING" 3 "tGravityAcc.std...Z" -0.951060273103448
"WALKING" 4 "tGravityAcc.std...Z" -0.91268164535
"WALKING" 5 "tGravityAcc.std...Z" -0.944699560357143
"WALKING" 6 "tGravityAcc.std...Z" -0.942718114561404
"WALKING" 7 "tGravityAcc.std...Z" -0.929613453245614
"WALKING" 8 "tGravityAcc.std...Z" -0.928562364166667
"WALKING" 9 "tGravityAcc.std...Z" -0.880095869038461
"WALKING" 10 "tGravityAcc.std...Z" -0.947985123773585
"WALKING" 11 "tGravityAcc.std...Z" -0.931107947457627
"WALKING" 12 "tGravityAcc.std...Z" -0.9305216162
"WALKING" 13 "tGravityAcc.std...Z" -0.944591115087719
"WALKING" 14 "tGravityAcc.std...Z" -0.934759928644068
"WALKING" 15 "tGravityAcc.std...Z" -0.939089538703704
"WALKING" 16 "tGravityAcc.std...Z" -0.948055812039216
"WALKING" 17 "tGravityAcc.std...Z" -0.952745598852459
"WALKING" 18 "tGravityAcc.std...Z" -0.932416496964286
"WALKING" 19 "tGravityAcc.std...Z" -0.940090547692308
"WALKING" 20 "tGravityAcc.std...Z" -0.94752516627451
"WALKING" 21 "tGravityAcc.std...Z" -0.962435932115385
"WALKING" 22 "tGravityAcc.std...Z" -0.942092027173913
"WALKING" 23 "tGravityAcc.std...Z" -0.912956102830508
"WALKING" 24 "tGravityAcc.std...Z" -0.950233744137931
"WALKING" 25 "tGravityAcc.std...Z" -0.930086538783784
"WALKING" 26 "tGravityAcc.std...Z" -0.948157352033898
"WALKING" 27 "tGravityAcc.std...Z" -0.92571057245614
"WALKING" 28 "tGravityAcc.std...Z" -0.93814616462963
"WALKING" 29 "tGravityAcc.std...Z" -0.93590853509434
"WALKING" 30 "tGravityAcc.std...Z" -0.958334007846154
"WALKING_DOWNSTAIRS" 1 "tGravityAcc.std...Z" -0.953567297959184
"WALKING_DOWNSTAIRS" 2 "tGravityAcc.std...Z" -0.944147587234043
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...Z" -0.936241261836735
"WALKING_DOWNSTAIRS" 4 "tGravityAcc.std...Z" -0.944840831111111
"WALKING_DOWNSTAIRS" 5 "tGravityAcc.std...Z" -0.933564219787234
"WALKING_DOWNSTAIRS" 6 "tGravityAcc.std...Z" -0.93481139375
